name,description,brewery,real,createdAt,abv,type
Jester,"Bärig, mycket syrlig smak med inslag av körsbär, svarta vinbär och hallon.",Spike Brewery,true,2026-03-14T00:00:00,5.5,Lager
Doppler Effekt,"Maltig, rostad smak med sötma, inslag av kavring, kaffe, mörk choklad, torkad frukt, soja och apelsinmarmelad.",Spike Brewery,true,2026-03-14T00:00:00,4.5,Lager
Ghettobird,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, passionsfrukt, sockerkaka, tallbarr, ananas och grapefrukt.",Spike Brewery,true,2026-03-14T00:00:00,4.8,Lager
I'm Not Bitter,"Nyanserad smak med inslag av vörtbröd, apelsinskal, knäck, torkad frukt, choklad och nötter.",Spike Brewery,true,2026-03-14T00:00:00,5.5,Lager
"One For the Road, Go!","Nyanserad, fruktig smak med sötma, inslag av fruktkaka, dadlar, torkade aprikoser, kanel, muscovadosocker, choklad, pomerans och nötter.",Spike Brewery,true,2026-03-14T00:00:00,4.1,Lager
Springfield,"Brödig smak med inslag av honung, citrus och ljust knäckebröd.",James Mountainbranch,true,2025-11-05T00:00:00,5,Ljus lager
Object Oriented DIPA,,Spyglass Brewing Company,true,2026-03-14T00:00:00,9.6,Double IPA
Borealis DIPA,,Spyglass Brewing Company,true,2026-03-14T00:00:00,7.6,Double IPA
Tribute Pale Ale,,St Austell Brewery,true,2026-03-14T00:00:00,4.9,Pale Ale
Watou Wit,"Kryddig, aningen blommig smak med inslag av vetebröd, citron och örter.",Brasserie St. Bernard NV,true,2026-03-14T00:00:00,5.5,Lager
Abt 12 Magnum LTD,,Brasserie St. Bernard NV,true,2026-03-14T00:00:00,5.4,Lager
Abt 12,"Maltig smak med sötma, inslag av kavring, knäck, kryddor, torkad frukt, nötter och choklad.",Brouwerij St Bernard,true,2026-03-14T00:00:00,5.4,Lager
Prior 8,"Nyanserad, fruktig smak med liten sötma, inslag av dadlar, torkade aprikoser, pomerans, mörkt bröd, choklad och kryddor.",Brouwerij St Bernard,true,2026-03-14T00:00:00,4.9,Lager
St Peter's Cream Stout,"Komplex, rostad smak med liten sötma, inslag av kaffe, lakrits, dadlar, katrinplommon, mörk choklad, nötter och pumpernickel.",St Peter's Brewery,true,2026-03-14T00:00:00,8.2,Stout
St Peter's Winter Ale,"Nyanserad, maltig smak med tydlig beska och liten sötma, inslag av fruktkaka, kaffe, mörk choklad, tobak, pomerans, katrinplommon och kryddor.",St Peter's Brewery,true,2026-03-14T00:00:00,4.6,Lager
White-Blanche,"Fruktig, kryddig smak med inslag av vetebröd, kryddnejlika, citron, korianderfrön och banan.",Swinkels Family Brewers,true,2026-03-14T00:00:00,4.2,Lager
Piranha Tripel,"Kryddig smak med sötma och liten hetta, inslag av ljust bröd, skumbanan, mango, kumquat och chili.",Stadshaven Brouwerij B.V.,true,2026-03-14T00:00:00,8.1,Tripel
Prehistoric Creatures,"Nyanserad, maltig smak med inslag av fruktkaka, torkade fikon, knäck, apelsinskal, aprikos, kryddor och nötter.",Staggeringly Good,true,2026-03-14T00:00:00,4.7,Lager
Leufstabruk,"Nyanserad smak med liten sötma, inslag av aprikosmarmelad, korianderfrön, ambrosiakaka, peppar och honung.",Leufstabruk Bryggeri,true,2023-04-03T00:00:00,5,Ljus lager
Staropramen,,Staropramen,true,2026-03-14T00:00:00,4.3,Lager
Staropramen Dark,"Maltig smak med inslag av knäck, surdegsbröd, choklad, kaffe, dadlar och torkade aprikoser.",Staropramen,true,2026-03-14T00:00:00,4.2,Lager
Bofors Pilsner,"Maltig smak med inslag av knäckebröd, ljus sirap, apelsin och aprikos.",Stay True Brewing AB,true,2026-03-14T00:00:00,4.7,Pilsner
Tingvalla Pilsner,"Maltig smak med inslag av knäckebröd, kryddor, apelsin och aprikos.",Stay True Brewing AB,true,2026-03-14T00:00:00,5.3,Pilsner
Tingvalla Hazy IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av grapefrukt, sockerkaka, aprikoser och örter.",Stay True Brewing AB,true,2026-03-14T00:00:00,7.6,New England IPA
Kall Bertil,"Maltig doft med inslag av knäckebröd, apelsin, smörkola och timjan.",Stay True Brewing AB,true,2026-03-14T00:00:00,5.1,Lager
Stella Artois,"Brödig smak med inslag av honung, ljust knäckebröd och citrus.",InBev,true,2026-03-14T00:00:00,5.2,Lager
Goldbräu,"Maltig smak med inslag av ljust bröd, örter, mandarin och honung.",Stiegl Brauerei,true,2026-03-14T00:00:00,5.5,Lager
West Coast festfat,"Humlearomatisk, fruktig smak med tydlig beska, inslag av ananas, passionsfrukt, honung, apelsin, mango och tallbarr.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.7,Lager
API YZAH,"Fruktig smak med inslag av ananas, grapefrukt, passionsfrukt och ljust knäckebröd.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.2,Lager
Existens essens transcendens,"Mycket fruktig, humlearomatisk smak med tydlig beska, inslag av passionsfrukt, ananas, sockerkaka, färska örter och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.7,Lager
New & Improved India Pale Ale,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, ananas, sockerkaka, tallbarr, passionsfrukt och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.7,India Pale Ale
Vinterbloss,"Maltig, rökig smak med inslag av kavring, mörk choklad, charkuterier, torkad frukt, tobak, kaffe och pomerans.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.1,Lager
Dubbelmås,"Fruktig smak med liten sötma, inslag av mango, ananas, papaya, honung och apelsin.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,7.1,Dubbel
Scandinavian West Coast IPA,"Humlearomatisk, fruktig smak med tydlig beska, inslag av ananas, passionsfrukt, honung, apelsin, mango och tallbarr.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,6.1,India Pale Ale
Juleljus NEIPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, grapefrukt, honung, sockerkaka, ingefära och tallbarr.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,6.8,New England IPA
Albatross,"Fruktig, humlearomatisk smak med tydlig beska, inslag av grapefrukt, ananas, mango, ljust bröd och tallbarr.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.2,Lager
Dubbelnelson,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av ljust bröd, mango, grapefruktskal, pomerans, örter och torkad ananas.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,8.1,Dubbel
Always Porter,"Maltig, rostad smak med inslag av kavring, kaffe, russin, tobak, mörk choklad och lakrits.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,7,Porter
Panda pils,"Maltig smak med tydlig beska, inslag av knäckebröd, honung, färska örter och citrusskal.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.4,Pilsner
MEGA MUFFIN,"Mycket fruktig smak med tydlig beska och liten sötma, inslag av grapefrukt, torkad ananas, sockerkaka, persika, rosmarin och passionsfrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.8,Lager
El Capitano,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av grapefrukt, tallbarr, ananas, passionsfrukt, honung och sockerkaka.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.8,Lager
WHIP IT,"Något humlearomatisk smak med tydlig beska och liten sötma, inslag av sirapslimpa, mango, apelsinskal, honung och örter.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.4,Lager
San Diego,"Humlearomatisk smak med inslag av passionsfrukt, knäckebröd, rosmarin och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.2,Lager
Halvnelson,"Humlearomatisk smak med inslag av mango, sockerkaka, tallkåda, grapefrukt och honung.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.5,Lager
TOP DAWG,"Fruktig smak med tydlig beska och liten sötma, inslag av mango, ananas, sockerkaka, honung och apelsin.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.1,Lager
Buffy,"Humlearomatisk, fruktig smak med tydlig beska, inslag av ananas, tallbarr, grapefrukt, nektarin, vitpeppar och sockerkaka.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4,Lager
Now We Know,"Humlearomatisk doft med tydlig beska och liten sötma, inslag av mango, passionsfrukt, tallbarr, sockerkaka, honung och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.4,Lager
Harvest IPA,"Mycket fruktig smak med tydlig beska, inslag av mango, kryddor, ambrosiakaka, ananas och tallkåda.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.5,India Pale Ale
Victorian Porter,"Maltig, rostad smak med inslag av pumpernickel, kaffe, rostade nötter, tobak, mörk choklad och pomerans.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.1,Porter
Simply The Best,"Maltig smak med tydlig beska, inslag av fruktkaka, knäck, kryddor, nötter och apelsinskal.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.7,Lager
Second Coming,"Fruktig smak med liten sötma, inslag av ananas, ljust bröd, honung och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.7,Lager
OLOLEO,"Humlearomatisk smak med tydlig beska och liten sötma,  inslag av mango, ananas, tallbarr, sockerkaka, passionsfrukt och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.4,Lager
Walk the walk,,Stigbergets Bryggeri,true,2026-03-14T00:00:00,5,Lager
Don´t Worry Be Happy,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, passionsfrukt, sockerkaka, tallbarr och citron.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.3,Lager
Trippelmås,"Humlearomatisk smak med sötma och tydlig beska, inslag av ananas, tallbarr, sockerkaka, rosmarin, grapefrukt, mango och vitpeppar.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.9,Lager
Primal Saison,"Fruktig, kryddig smak med inslag av aprikos, ljust bröd, honung, kryddnejlika och citrus.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.9,Saison
After laughter comes beer,"Mycket fruktig smak med tydlig beska, inslag av ananas, sockerkaka, grapefrukt, färska örter och passionsfrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.8,Lager
Amazing Haze IPA,"Humlearomatisk, fruktig smak med tydlig beska, inslag av passionsfrukt, ananas, tallbarr, aprikos och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,6.2,India Pale Ale
Always Christmas Porter,"Maltig, rostad smak med inslag av rågbröd, mörk sirap, soja, chokladkola, kaffe och kryddor.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,6,Porter
Bigger Bolder,"Humlearomatisk smak med liten sötma, inslag av grapefrukt, örter, apelsin och ananas.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5,Lager
Talk the talk,"Humlearomatisk, fruktig smak med tydlig beska och liten sötma, inslag av mango, passionsfrukt, tallkåda, sockerkaka, honung, ananas och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.4,Lager
Svala,"Maltig smak med inslag av ljust bröd, honung och citrusskal.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.1,Lager
Walk The Walk,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, passionsfrukt, honung, tallbarr, sockerkaka och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5,Lager
Pacific NorthWest Coast,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av ljust bröd, mango, ananas, örter och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.4,Lager
New California Pils,"Humlearomatisk, fruktig smak med tydlig beska, inslag av ananas, grapefrukt, honung, örter och ljust knäckebröd.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.6,Pilsner
BATCH 1000,"Nyanserad, maltig, rostad smak med sötma, inslag av mjuk chokladkaka, russin, kaffe, torkad frukt, nötter, lakrits och pomerans.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.1,Lager
Don't Believe A Word,,Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.9,Lager
Barrel-Aged Mountains,"Rostad, maltig smak med sötma, inslag av fat, kavring, espressokaffe, tobak, romrussin, kokos, mörk choklad och lakritsfudge.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.4,Lager
Julpilsner,,Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.6,Pilsner
Superswede 2,"Fruktig, humlearomatisk smak med tydlig beska, inslag av mango, ananas, sockerkaka, tallbarr, aprikos och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.7,Lager
Stereopathetic,"Mycket fruktig, syrlig smak med inslag av hallon, svarta vinbär, krusbär, kokos, körsbär och blodapelsin.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.2,Lager
Stigbergets Trouble Sleep,"Maltig, rostad, söt smak med inslag av espressokaffe, peppar, romrussin, marsipan, kokos, apelsin och mörk choklad.",Stigbergets Bryggeri,true,2019-01-02T00:00:00,12,Porter & Stout
Three Headed COD 2025,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, mango, sockerkaka och grapefrukt.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,4.5,Lager
Plump!,"Fruktig smak med liten sötma, inslag av ananas, sockerkaka, mango, honung och apelsin.",Stigbergets Bryggeri,true,2026-03-14T00:00:00,5.3,Lager
Stigbergets ÖL,"Maltig smak med tydlig beska, inslag av ljust bröd, färska örter och citrusskal.",Stigbergets Bryggeri,true,2021-05-03T00:00:00,4.5,Ljus lager
Stinsens Suveräna,"Maltig smak med inslag av knäckebröd, honung, ljust bröd och örter.",Hönsinge Hantwerksbryggeri,true,2019-12-02T00:00:00,4.7,Ljus lager
Fatlagrad Stout,"Nyanserad smak med inslag av fat, kavring, lakritsfudge, espressokaffe, mörk sirap, kakao, russin, vanilj och nötter.",Stjernsund Brygghus,true,2026-03-14T00:00:00,8.2,Stout
Svensk Ale,"Maltig smak med inslag av knäckebröd, ljus sirap, torkade aprikoser, honung, apelsin och örter.",Stjernsund Brygghus,true,2026-03-14T00:00:00,4.1,Lager
Cronstedt,"Maltig smak med inslag av knäckebröd, aprikos, örter och apelsin.",Stjernsund Brygghus,true,2026-03-14T00:00:00,4.7,Lager
WULF,"Något humlearomatisk, fruktig smak med liten sötma, inslag av papaya, tallkåda, sockerkaka och apelsinskal.",Stjernsund Brygghus,true,2026-03-14T00:00:00,4,Lager
Dalarnas Guld,"Maltig smak med inslag av honung, knäckebröd, örter och citrus.",Stjernsund Brygghus,true,2026-03-14T00:00:00,4.4,Lager
Dalarnas Pilsner,"Maltig smak med inslag av ljust bröd, honung, ananas och apelsin.",Stjernsund Brygghus,true,2026-03-14T00:00:00,5.4,Pilsner
OHM,"Humlearomatisk, fruktig smak med inslag av ananas, rosmarin, honung, sockerkaka och krusbär.",Stjernsund Brygghus,true,2026-03-14T00:00:00,4,Lager
Engelsk Ale,"Nyanserad, maltig smak med inslag av fruktkaka, torkade aprikoser, nötter, smörkola och apelsinskal.",Stjernsund Brygghus,true,2026-03-14T00:00:00,4.5,Lager
Kloster,"Nyanserad smak med liten sötma, inslag av fruktkaka, nötter, aprikosmarmelad, apelsinskal, peppar och choklad.",Stjernsund Brygghus,true,2026-03-14T00:00:00,4.7,Lager
Stockholm,"Maltig smak med inslag av knäckebröd, aprikos, örter och apelsin.",Krönleins,true,2024-09-02T00:00:00,5,Ljus lager
Italopils,"Maltig smak med inslag av ljust bröd, citrusskal, honung och örter.",Stockholm Brewing,true,2026-03-14T00:00:00,4.4,Lager
Bergamott Saison,"Kryddig smak med inslag av ljust bröd, bergamott, aprikoser, skumbanan och kryddpeppar.",Stockholm Brewing,true,2026-03-14T00:00:00,5.7,Saison
Saison d'Etre,"Kryddig smak med inslag av ljust bröd, kryddnejlika, honung och citrus.",Stockholm Brewing Co.,true,2026-03-14T00:00:00,6.1,Saison
Hallonkaffe Porter,"Maltig, rostad smak med inslag av kavring, kaffe, mörk choklad, hallon och kryddor.",Stockholm Brewing,true,2026-03-14T00:00:00,6.8,Porter
Mellon,"Fruktig, humlearomatisk smak med tydlig beska, inslag av mango, vitpeppar, aprikosmarmelad, tallkåda och apelsin.",Stockholm Brewing Co.,true,2026-03-14T00:00:00,5.4,Lager
Pillow Talk,"Humlearomatisk smak med tydlig beska, inslag av ananas, passionsfrukt,  sockerkaka, tallbarr och grapefrukt.",Stockholm Brewing,true,2026-03-14T00:00:00,4.5,Lager
WestieBestie,"Humlearomatisk smak med tydlig beska, inslag av ananas, sirapslimpa, tallbarr, aprikosmarmelad, honung och grapefrukt.",Stockholm Brewing,true,2026-03-14T00:00:00,4.7,Lager
Stockholm Festival,"Maltig smak med inslag av ljust bröd, honung och apelsinskal.",Krönleins,true,2011-12-05T00:00:00,5.3,Ljus lager
Stockholm Festival Beer,"Maltig smak med inslag av knäckebröd, honung, citrus och örter.",Krönleins,true,2018-06-01T00:00:00,6,Ljus lager
Stockholm Lager,"Maltig smak med inslag av knäckebröd, citrus och örter.",Stockholm Brewing,true,2019-05-02T00:00:00,5,Ljus lager
Delicious IPA Gluten Free,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, apelsinskal, nektarin, ljust bröd, passionsfrukt och citron.",Stone Brewing Co,true,2026-03-14T00:00:00,6.1,India Pale Ale
Double Bastard Ale,,Stone Brewing Co,true,2026-03-14T00:00:00,5.4,Lager
Stoodley Stout,"Maltig, rostad smak med inslag av pumpernickel, mörk choklad, kaffe, lakrits, nötter och pomerans.",Little Valley Brewery,true,2026-03-14T00:00:00,7.7,Stout
Fors Bryggeri,"Fruktig smak med inslag av knäckebröd, apelsin och örter.",Fors Bryggeri,true,2022-05-02T00:00:00,6,Ale
Dimmig Starköl,"Maltig smak med inslag av ljust bröd, citron, halm och honung.",Stormare Bryggeri AB,true,2026-03-14T00:00:00,4.8,Lager
Bruges Tripel Ale 9,"Fruktig, något kryddig smak med liten sötma, inslag av aprikosmarmelad, ljust bröd, halm, vitpeppar, honung och mandarin.",De Halve Maan,true,2026-03-14T00:00:00,9.6,Tripel
XMAS,,De Halve Maan,true,2026-03-14T00:00:00,4,Lager
Västkustskt Ale,"Fruktig, humlearomatisk smak med inslag av aprikos, apelsinmarmelad, ljust bröd och örter.",Strandlida Hopspace,true,2026-03-14T00:00:00,4.1,Lager
Vit Ale,"Fruktig smak med inslag av ljust bröd, apelsinskal och sirap.",Strandlida Hopspace,true,2026-03-14T00:00:00,5.5,Lager
Demons Eye,"Maltig smak med inslag av sirap, mörkt bröd, dadlar, knäck och pomerans.",Strandlida Hopspace,true,2026-03-14T00:00:00,4.9,Lager
Rupert Knekt Lagrad Vinterale,"Nyanserad, maltig smak med liten sötma, inslag av sirapslimpa, torkade aprikoser, pomerans, honung och nötter.",Strandlida Hopspace,true,2026-03-14T00:00:00,5.2,Lager
Sol Vind och Lager,"Maltig smak med inslag av ljust bröd, honung, citrus och örter.",Strandlida Hopspace,true,2026-03-14T00:00:00,4,Lager
Vintergatan,"Fruktig smak med tydlig beska, inslag av ananas, grapefrukt, vetebröd och kryddor.",Strömmarn's Bryggeri,true,2026-03-14T00:00:00,5.1,Lager
Huslager,"Maltig smak med inslag av mörkt knäckebröd, timjan, aprikos och apelsinskal.",Stålbrands Ölbryggning AB,true,2026-03-14T00:00:00,4.5,Lager
Schwarz-Bier,"Maltig, rostad smak med liten sötma, inslag av kavring, nötter, kaffe, apelsinskal, tobak, mörk choklad och kryddor.",Störtebeker Braumanufaktur,true,2026-03-14T00:00:00,4.1,Lager
Bernstein Weizen,"Fruktig, balanserad smak med inslag av aprikos, ljust bröd, banan, honung, apelsin och kryddnejlika.",Stralsunder Brauerei,true,2026-03-14T00:00:00,5.2,Wheat Beer
Pilsener-Bier,,Störtebeker Braumanufaktur,true,2026-03-14T00:00:00,4.5,Pilsner
1402 Bio,,Störtebeker Braumanufaktur,true,2026-03-14T00:00:00,4.1,Lager
Best Coast IPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av grapefrukt, ananas, sockerkaka, vitpeppar och citron.",Subbe Bryggeri,true,2026-03-14T00:00:00,7.4,India Pale Ale
Highway to Helles,"Maltig smak med inslag av knäckebröd, honung, citrusskal och färska örter.",Subbe Bryggeri,true,2026-03-14T00:00:00,4.5,Lager
Hello Darkness,"Maltig, rostad smak med inslag av rågbröd, kaffe, mörk choklad, apelsinskal och kryddor.",Subbe Bryggeri,true,2026-03-14T00:00:00,5.3,Lager
Grave Encounters,"Fruktig, humlearomatisk smak med liten sötma, inslag av ananas, passionsfrukt, mango, sockerkaka, honung och granskott.",Sudden Death Brewing Co,true,2026-03-14T00:00:00,4.6,Lager
Episode X,,Sudden Death Brewing Co,true,2026-03-14T00:00:00,4.3,Lager
Holy Diver,,Sudden Death Brewing Co,true,2026-03-14T00:00:00,4.1,Lager
Sommar på dalmål,"Maltig smak med inslag av knäckebröd, aprikos, örter och apelsinskal.",Mora Bryggeri,true,2026-03-14T00:00:00,5,Lager
Super Bock,"Maltig smak med inslag av knäckebröd, aprikos, örter och honung.",Super Bock Group,true,2026-03-14T00:00:00,6.2,Bock
Barrel-aged Darkness 2025,,Surly Brewing Company,true,2026-03-14T00:00:00,5.4,Lager
Thirteen,,Surly Brewing Company,true,2026-03-14T00:00:00,4.9,Lager
Coco Nitro Darkness,,Surly Brewing Company,true,2026-03-14T00:00:00,5.2,Lager
Amber lager,"Maltig smak med inslag av sirapslimpa, farinsocker, apelsinmarmelad, dadlar och grapefrukt.",Svanqvist Bryggeri,true,2026-03-14T00:00:00,5.9,Amber Ale
Fruity IPA,"Maltig smak med inslag av mörkt bröd, torkad mango, apelsin och sirap.",Svanqvist Bryggeri,true,2026-03-14T00:00:00,6.3,India Pale Ale
Svart,"Smakrik, rostad smak med inslag av kaffe, sojasås, pumpernickel, lakrits och mörk choklad.",Gamla Slottskällans Bryggeri,true,2011-10-01T00:00:00,5.5,Porter & Stout
Svart IPA,"Maltig, rostad, något humlearomatisk smak med tydlig beska, inslag av kaffe, tropisk frukt, tallbarr, honung och kakao.",Kullens Bryggeri,true,2018-06-01T00:00:00,6.5,Ale
Weissbergen,"Kryddig smak med inslag av ljust bröd, kryddnejlika, citrus och banan.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,4.7,Wheat Beer
Black Mountain Stout,"Nyanserad, maltig smak med inslag av mörk choklad, kavring, katrinplommon, kaffe, apelsin och dadlar.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,4.8,Stout
Nord Lager,"Maltig smak med inslag av ljust bröd, honung, citrus och örter.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,4.4,Lager
Jämtbitter,"Maltig smak med tydlig beska, inslag av sirapslimpa, torkad frukt, pomerans, choklad och örter.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,5.4,Lager
Nord,"Maltig smak med inslag av ljust bröd, citron, örter och klöverblommor.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,4,Lager
Storm IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, passionsfrukt, tallbarr, mango, färska örter och grapefrukt.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,6.1,India Pale Ale
5 årspilsner,,Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,5.1,Pilsner
The Last Dance,"Fruktig smak med tydlig beska, inslag av grapefrukt, ananas, tallbarr, ljust bröd, apelsinskal och ingefära.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,4.7,Lager
Summer Pils,"Maltig smak med inslag av mörkt knäckebröd, citrus, honung och örter.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,4.7,Pilsner
Glöden Röken Konsten,"Maltig, rökig smak med inslag av ljust knäckebröd, honung, charkuterier och citrus.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,5.2,Lager
Slice of Goodness,"Maltig, söt smak med tydlig karaktär av kaffe och choklad, inslag av kavring, mörk sirap, pomerans och kryddor.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,5.5,Lager
Summer Smash Lager,"Fruktig, maltig smak med inslag av ananas, ljust bröd, honung, apelsin och färska örter.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,4.1,Lager
Lots of Lager,"Maltig smak med inslag av ljust bröd, honung, ananas, grapefrukt och färska örter.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,4.7,Lager
New Black Lager,,Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,5.4,Lager
Blackwood vintage,"Komplex, maltig smak med liten sötma,  inslag av fat, kavring, russin, tobak, espressokaffe, mörk sirap, kakao, nötter, vanilj och lakritsfudge.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,4.3,Lager
Kall Lager,"Humlearomatisk smak med tydlig beska, inslag av ananas, knäckebröd, rosmarin och grapefruktskal.",Svartbergets Fjällbryggeri,true,2026-03-14T00:00:00,4.4,Lager
Svart Dubbelbock,"Maltig, rostad med tydlig beska och liten sötma, inslag av apelsinchoklad, kavring, romrussin, kaffe, lakrits och mörk sirap.",Lundabryggeriet,true,2026-03-14T00:00:00,6.9,Dubbel
Svensk Starköl,"Maltig smak med inslag av ljust bröd, honung, citrus och örter.",Åbro Bryggeri,true,2011-10-20T00:00:00,5.1,Ljus lager
Svijanský Baron,"Maltig smak med liten sötma, inslag av sirapslimpa, smörkola, aprikosmarmelad, mandelmassa, citrusskal och örter.",Pivovar Svijany,true,2026-03-14T00:00:00,4.5,Lager
Svinbådan Lager,"Maltig smak med inslag av knäckebröd, aprikos, örter och pomerans.",Viken Bryggeri,true,2018-05-02T00:00:00,5.5,Ljus lager
Swedish Elk Brew,"Maltig smak med inslag av ljust knäckebröd, honung och citrus.",Kopparbergs Bryggeri,true,2009-10-01T00:00:00,7.5,Ljus lager
Swheat,"Humlearomatisk smak med tydlig beska, inslag av grapefrukt, aprikos, citron, ananas och gräs.",Good Guys Brew,true,2017-10-02T00:00:00,5,Ale
Fjälldimma,"Fruktig, humlearomatisk, nyanserad smak med liten sötma, inslag av apelsinskal, tallkåda, ananas, aprikos och fruktkaka.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,4.7,Lager
West River IPA,"Nyanserad, något humlearomatisk smak med tydlig beska, inslag av mango, sockerkaka, tallkåda och pomerans.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,7.5,India Pale Ale
Gustav's Lager,"Fruktig smak med inslag av ananas, aprikos, apelsin och ljust bröd.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,4.9,Lager
Snow Haze IPA,"Humlearomatisk smak med inslag av grapefrukt, rosmarin, tropisk frukt och ljust bröd.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,7,India Pale Ale
Vinbärs,"Fruktig, syrlig smak med inslag av grapefrukt, svarta vinbär och ljust bröd.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,5.5,Lager
Norrsken Ljus Lager,"Maltig smak med inslag av knäckebröd, aprikos, apelsinskal och örter.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,5.3,Lager
Here Comes The Sun Mango,"Mycket fruktig smak med inslag av mango, apelsinskal sockerkaka och ananas.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,4.4,Lager
Transtrands Pils Glutenfri,"Maltig smak med inslag av knäckebröd, örter och citrusskal.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,5.3,Pilsner
Källaröl,"Maltig smak med inslag av knäckebröd, aprikos, örter och apelsin.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,4.9,Lager
